ID	length
19119	13.74228042840
19167	8.02494545789
57017	1.44221797590
19119	9.55509268069
19167	14.03345461710
57017	16.04170043760
19167	10.46703632730
57017	1.03721478007
19167	10.78688736660
57025	2.27214775443
19149	12.51338620870
19141	1.24333673343
19167	39.11911476600
19149	11.71875453180
57025	22.86007164530
19149	22.44824894050
19193	8.57149699414
19021	4.83534239222
19035	28.98122606220
19149	16.70780121480
19021	6.25047710404
19151	4.06427162970
19021	15.61011308310
19151	7.16008490522
19187	8.07610475725
19025	14.91175845840
19187	12.38430012650
19187	12.40546699830
19079	8.10228496324
19187	27.60191097520
19079	31.03221055320
19083	13.08757837990
19079	16.81533851920
19197	15.15807189870
19079	5.61558015703
19197	4.03540466789
19091	38.67223336150
19091	15.61447581150
19151	1.80682363555
19109	21.75866020860
19147	33.56995574990
19091	16.26515052210
19109	5.10094895093
19091	5.04444321073
19109	20.53640632010
19081	23.37387318780
19091	0.11546085917
19063	11.04232384340
19147	10.61706714890
19063	5.47991213568
19059	10.67688070480
27105	5.34343576456
19143	18.98325666990
19141	6.99965896962
19041	13.33815501940
19141	24.32636121210
19147	12.74651331340
19041	12.24833533170
27043	12.02134052290
19109	33.39970624740
19193	22.59085033530
19133	15.40597228460
19133	11.63279878400
19085	17.87653953910
19085	9.76623903116
31177	1.88921725590
19155	15.13956361900
19155	12.38839115160
19129	21.00333879160
19129	14.36635016440
19129	7.19016657459
31025	0.67671330710
19155	5.88478722255
19129	18.64313437420
19071	25.05226858360
31131	1.23103221949
29005	10.24023408530
19071	21.36946515280
19145	3.70794698498
29005	0.90329506254
19129	13.49720080910
19071	18.41879622140
19069	32.30379153650
19197	32.05527520970
19091	8.26475525551
19083	13.67102385130
19069	17.04612877440
19197	6.69399646828
19033	33.64157077360
19081	22.71290788440
19069	11.36953858000
19023	24.66113162110
19069	10.33860580890
19033	9.93031864678
19067	21.62238690570
19023	9.17855025689
19017	4.24788368798
19023	34.32472734080
19069	1.26725887253
19013	16.51084446900
19075	0.02174120512
19017	16.10504614900
19023	6.05281046793
19013	10.95915883810
19037	6.13230000000
19017	20.21095866340
19013	20.95725738290
19037	1.93701029940
19067	26.55390195430
19037	18.54923583030
19067	4.88119158964
19191	27.87769168480
19005	1.96679689089
19043	0.66662424198
19043	21.26200117470
19005	8.23691580446
19043	2.83978881257
27055	7.93276199302
19005	16.58662225700
19005	9.55652523626
19191	31.47461961070
19005	16.59207302450
27099	8.45482066394
19191	15.49607119930
19089	25.63489311080
19131	9.09695472469
19033	16.22552988530
19067	1.59861465338
27099	0.16583087770
19131	9.73173972628
19195	18.53166289280
19033	10.52901561830
27099	0.14679185945
19131	23.53484814600
19067	12.71044376980
27047	6.46150328376
19195	15.03146031340
27047	6.63075882385
19195	3.14714705885
19189	17.87322528840
19081	7.03815812340
19191	8.60497020642
19037	7.90606192203
19065	38.30428542530
19043	7.22639805631
19065	19.22869896570
19019	12.75311273590
19043	7.84293323759
19065	16.49402294730
19043	21.68950825490
19043	19.10161276200
19043	2.81758939521
19043	11.32397537340
19065	20.57296868370
19055	13.52798324750
19061	22.19640724900
19055	25.03972336580
19019	16.47030344790
19043	14.96425499390
19061	28.85569993080
19061	7.37618043840
19097	11.91159767120
19061	8.98821618400
19097	20.75190653410
19105	2.74962029560
19019	13.83740519070
19113	22.25650424310
19061	6.74300511001
19055	23.11297852050
19105	3.40735618611
19097	5.40148512868
17015	1.45549716592
19045	22.25899164550
19045	33.18949095310
17195	0.20305479556
19045	17.64661393790
19045	11.59218242160
17195	0.23070901586
19045	3.25544742854
19163	26.85572087120
19031	14.43123349830
19163	24.22799931740
19045	1.82440251315
17161	4.33535207451
19163	13.23975176340
19045	2.59077623117
19163	2.51228726065
19045	19.44227780800
17195	0.28917615739
19105	2.18416928373
19045	20.49211621330
19031	7.48883756767
19045	2.38655169858
19031	36.34767130490
19163	10.36655085490
19139	16.11119919690
19139	11.37154099280
17161	4.11272953525
19163	10.97508228540
19139	50.03745659960
19113	12.18816353950
19031	12.26438824740
19113	7.02090787858
19113	4.99441474149
19113	6.27410574274
19113	10.15835870890
19031	7.17520676983
19103	18.41412965710
19139	2.65595672593
19097	13.05525831160
19105	23.19742893570
19045	0.43198964108
19105	34.33913089980
19105	5.00962532731
19045	15.53033465260
19031	0.09693446240
19105	3.56853971535
