ID	length
57017	1.44221797590
19119	9.55509268069
19167	8.22819923610
19041	13.33815501940
19141	24.32636121210
19147	12.74651331340
19041	12.24833533170
19189	15.49774293530
19081	7.03815812340
27047	13.05499935940
19195	15.03146031340
19109	6.12056251173
19109	4.70535176581
27043	12.02134052290
19109	22.57379196980
19063	5.47991213568
19059	21.72734775970
19041	8.69573815901
19143	9.68894342712
19041	2.64247961203
19141	38.69889217690
19151	24.22115770880
19021	23.48638252670
19033	43.57911631890
19081	0.26111125981
19069	28.41566735440
19197	13.93567619320
27099	4.26848577050
19191	45.48988645690
19089	25.63489311080
19131	3.75728217200
19191	9.60157600369
19191	2.91054964740
19037	12.98953693230
19043	13.16075925890
19065	15.70162031290
19065	19.39001571110
19191	1.90240000000
19065	2.56570000000
19043	11.32397537340
19065	43.35679871650
19055	52.15049691620
19019	11.34269970930
19037	8.06931029940
19067	27.06914938350
19017	16.54526120810
19023	19.19975264600
19043	54.50953321760
19065	16.49402294730
19023	25.80773574230
19069	1.26725887253
19013	13.04169442300
19075	0.02174120512
19013	16.82858170640
19075	6.00841284120
19011	27.46003364440
19171	29.41933611600
19061	16.36439662240
19097	32.66350420540
19105	2.74962029560
19097	12.70656507480
19105	23.63198335810
19045	20.57468229920
19031	0.09693446240
19045	26.21057469920
19083	11.91337713270
19127	14.34905449100
19187	21.84778606000
19015	23.69078122690
19073	27.96692419660
19049	20.61594339980
19015	13.65750213410
19083	3.69061137618
19079	19.16703537940
19169	19.07208055490
19015	19.82312837490
19187	6.04450000000
19161	7.19768040035
19025	25.25424041190
19025	15.46188679170
19073	22.74365599640
19073	4.84051765930
19073	4.23983071006
19073	5.40331224532
19027	26.24801757270
19047	2.90599248281
19073	19.24407769310
19027	23.82515882410
19077	9.52981189719
19015	1.77341916647
19049	25.84011010150
19077	3.80371655850
19127	8.58904571879
19169	26.22227010270
19015	6.34309861267
19169	12.02250159100
19015	9.35635347611
19127	14.56492482280
19169	19.71554722100
19015	1.65902053333
19153	11.65409015770
19049	37.21410970120
19077	16.68291505650
19077	14.53843735670
19153	4.78941260299
19049	21.43000813860
19077	9.28883972726
19121	5.53205011398
19153	9.38694504001
19153	2.23618570338
19153	4.35561747861
19049	5.83812794995
19153	14.20219521190
19169	7.83954967348
19153	22.25912151560
19099	14.13026793780
19153	21.54168259560
19015	14.24928241160
19153	16.80521213740
19181	24.11943424160
19181	5.58076969332
19121	12.73667957470
19153	9.34903534266
19181	8.93014679905
19153	6.71649014001
19153	3.59645583995
19125	1.48554383645
19181	4.81431631707
19125	43.50595089860
19161	6.99447217851
19027	7.89960709542
19027	6.23606703425
19009	28.38566529250
19001	2.21872595198
19029	26.61021481200
19181	19.80535823420
19121	9.04494381503
19001	28.15361401820
19029	10.47708042790
19039	23.14642355010
19175	26.27391663700
19181	6.11926508395
19121	17.69838398550
19175	10.59344423640
19175	6.76625945387
19003	15.71673365570
19181	28.54616098720
19117	3.53260648389
19155	3.51587183906
19029	14.80666518820
19003	11.80919460580
19137	29.48535814370
19137	8.67202380704
19145	10.49739740090
19129	6.96280090214
19137	8.30920619941
19129	12.96992167010
19129	8.64648333539
19071	1.01166506809
19155	16.57006535090
19129	37.24847282200
19155	8.40077562688
19165	7.03121130659
19155	1.26074351476
19165	8.82027371833
19155	30.98043203360
19047	9.29242010657
19085	10.33615777840
19027	2.27036196176
19047	14.09701816100
19085	8.73730053332
19165	22.38126814480
19155	3.42459050545
19047	14.70016430430
19047	20.26175153350
19047	9.87393962105
19085	27.96793070210
19085	2.91659050726
19155	18.58172597000
19085	10.37386155510
19129	7.73900042718
19071	16.88489611380
31131	0.52213442714
29005	8.97679860611
19071	18.78719241350
19145	1.31185932173
29005	0.90329506254
19129	5.57876190335
19071	13.19998538310
19129	7.91820392515
19071	7.80131855828
