Id	ID_1	new_area
1	57017	0.78108954514
1	19119	179.85773902700
1	19167	54.43388063580
1	19119	54.63248219930
1	19167	544.62315260300
1	57025	6.44020134852
1	19035	41.42483448490
1	19149	892.82403166200
1	19193	666.63967675400
1	31043	5.68899712298
1	19133	181.93131652100
1	19085	0.78232481899
1	19093	6.07399074676
1	19193	103.87647497400
1	19133	40.29013298890
1	19093	0.70317784577
1	19193	0.44422886713
1	19093	1.00935693949
1	19059	31.31657513740
1	19143	165.78068683400
1	19119	21.29936387890
1	19059	3.20636429852
1	19059	0.64693093002
1	19041	1.13118482099
1	19059	2.79571447615
1	19041	1.42419242489
1	19063	1.49749902618
1	19059	22.71700944360
1	19059	20.03984073350
1	19109	4.20462907579
1	19063	104.83160364900
1	19147	1.14695046470
1	19063	1.18565360068
1	19063	0.67569506099
1	19063	0.34422201416
1	19109	12.53963233160
1	19109	2.33558444541
1	19109	199.18633103600
1	19147	139.32972314500
1	19091	113.99723216800
1	19151	0.78934106695
1	19109	42.48051130040
1	19063	130.12815001500
1	19059	166.10469116900
1	19147	371.21524547400
1	19041	262.59811905100
1	19151	65.88494025860
1	19021	4.35641626010
1	19147	1.94957148945
1	19059	10.91384073200
1	19143	147.08703599500
1	19119	117.38288001900
1	19041	274.89646912200
1	19141	616.15359166700
1	19167	146.86027392000
1	19021	6.40357436207
1	19035	330.25267959900
1	19149	9.97011020245
1	19093	3.89019043390
1	19193	2.64701691827
1	19093	0.93680018117
1	19133	194.28743479700
1	19047	267.08081440600
1	19085	334.36052525200
1	19155	2.01307453167
1	19035	1.92362572409
1	19093	220.80747091300
1	19193	22.63076130690
1	19047	49.12265434260
1	19161	1.33349733890
1	19047	12.47903655310
1	19093	0.01683942914
1	19047	2.62940279669
1	19047	97.84353174250
1	19085	156.64469733100
1	19165	251.17103506500
1	19155	300.33996360600
1	19129	128.25526407200
1	19041	2.45008469672
1	19021	288.42216039600
1	19035	167.08969745700
1	19093	230.97179393600
1	19161	149.99785348200
1	19047	24.23861004310
1	19041	4.68018992374
1	19021	150.81353511600
1	19161	139.34443023100
1	19047	19.33575298250
1	19151	55.18096027520
1	19021	91.28148803860
1	19161	38.34379112280
1	19047	0.34503780985
1	19021	21.88799742530
1	19161	42.28655114420
1	19091	37.32723800760
1	19151	130.23706154800
1	19187	145.34110951100
1	19025	5.27527190336
1	19187	256.74168338000
1	19161	45.05077276680
1	19025	437.85354502900
1	19015	270.12113851400
1	19073	284.02211614300
1	19153	73.61146334950
1	19049	149.51853061600
1	19151	259.07409267500
1	19021	14.71530260390
1	19187	1.00654781978
1	19161	11.66978045390
1	19025	127.71912161900
1	19027	42.20484447270
