1916	11	36
1916	12	38
1917	1	38
1917	2	38
1917	3	38
1917	4	38
1917	5	38
1917	6	38
1917	7	38
1917	8	38
1917	9	38
1917	10	38
1917	11	38
1917	12	38
1918	1	55
1918	2	55
1918	3	55
1918	4	55
1918	5	55
1918	6	55
1918	7	55
1918	8	55
1918	9	55
1918	10	55
1918	11	55
1918	12	55
1919	1	55
1919	2	55
1919	3	52.5
1919	4	45
1919	5	45
1919	6	45
1919	7	45
1919	8	45
1919	9	45
1919	10	45
1919	11	45
1919	12	45
1920	1	45
1920	2	45
1920	3	49
1920	4	55
1920	5	55
1920	6	55
1920	7	55
1920	8	55
1920	9	55
1920	10	55
1920	11	55
1920	12	50
1921	1	45
1921	2	45
1921	3	45
1921	4	45
1921	5	45
1921	6	45
1921	7	45
1921	8	45
1921	9	45
1921	10	45.2
1921	11	40
1921	12	40
1922	1	40
1922	2	40
1922	3	40
1922	4	40
1922	5	40
1922	6	40
1922	7	40
1922	8	40
1922	9	40
1922	10	43
1922	11	43
1922	12	43
1923	1	43
1923	2	43
1923	3	43
1923	4	43
1923	5	43
1923	6	43
1923	7	43
1923	8	43
1923	9	43
1923	10	43
1923	11	43
1923	12	43
1924	1	43
1924	2	43
1924	3	43
1924	4	43
1924	5	43
1924	6	43
1924	7	43
1924	8	43
1924	9	43
1924	10	43
1924	11	43
1924	12	43
1925	1	43
1925	2	43
1925	3	43
1925	4	43
1925	5	43
1925	6	43
1925	7	43
1925	8	43
1925	9	43
1925	10	43
1925	11	43
1925	12	43
1926	1	43
1926	2	43
1926	3	43
1926	4	43
1926	5	43
1926	6	43
1926	7	43
1926	8	43
1926	9	43
1926	10	43
1926	11	43
1926	12	43
1927	1	43
1927	2	43
1927	3	43
1927	4	43
1927	5	43
1927	6	43
1927	7	43
1927	8	43
1927	9	43
1927	10	43
1927	11	43
1927	12	43
1928	1	43
1928	2	43
1928	3	43
1928	4	43
1928	5	43
1928	6	43
1928	7	43
1928	8	43
1928	9	43
1928	10	43
1928	11	43
1928	12	43
1929	1	43
1929	2	43
1929	3	43
1929	4	43
1929	5	43
1929	6	43
1929	7	43
1929	8	43
1929	9	43
1929	10	43
1929	11	43
1929	12	43
1930	1	43
1930	2	43
1930	3	43
1930	4	43
1930	5	43
1930	6	43
1930	7	43
1930	8	43
1930	9	43
1930	10	43
1930	11	43
1930	12	43
1931	1	43
1931	2	43
1931	3	43
1931	4	43
1931	5	43
1931	6	43
1931	7	43
1931	8	43
1931	9	43
1931	10	43
1931	11	43
1931	12	43
1932	1	43
1932	2	43
1932	3	43
1932	4	43
1932	5	43
1932	6	43
1932	7	43
1932	8	43
1932	9	43
1932	10	42.2
1932	11	40
1932	12	40
1933	1	40
1933	2	40
1933	3	40
1933	4	40
1933	5	40
1933	6	40
1933	7	40
1933	8	40
1933	9	40
1933	10	39.6
1933	11	36.4
1933	12	36.4
1934	1	36.4
1934	2	36.4
1934	3	36.4
1934	4	36.4
1934	5	36.4
1934	6	36.4
1934	7	36.4
1934	8	36.4
1934	9	36.4
1934	10	36.4
1934	11	36.4
1934	12	36.4
1935	1	36.4
1935	2	36.4
1935	3	36.4
1935	4	36.4
1935	5	36.4
1935	6	36.4
1935	7	36.4
1935	8	36.4
1935	9	36.4
1935	10	36.4
1935	11	36.4
1935	12	36.4
1936	1	36.4
1936	2	36.4
1936	3	36.4
1936	4	36.4
1936	5	36.4
1936	6	36.4
1936	7	36.4
1936	8	36.4
1936	9	36.4
1936	10	36.4
1936	11	36.4
1936	12	39
1937	1	39
1937	2	39
1937	3	41.8
1937	4	42.5
1937	5	42.5
1937	6	42.5
1937	7	42.5
1937	8	42.5
1937	9	42.5
1937	10	42.5
1937	11	42.5
1937	12	42.5
1938	1	42.5
1938	2	42.5
1938	3	42.5
1938	4	42.5
1938	5	42.5
1938	6	42.5
1938	7	42.5
1938	8	42.5
1938	9	41.2
1938	10	40
1938	11	40
1938	12	40
1939	1	40
1939	2	40
1939	3	40
1939	4	40
1939	5	40
1939	6	40
1939	7	40
1939	8	40
1939	9	40
1939	10	40
1939	11	40
1939	12	40
1940	1	40
1940	2	40
1940	3	40
1940	4	40
1940	5	40
1940	6	40
1940	7	40
1940	8	40
1940	9	40
1940	10	40
1940	11	40
1940	12	40
1941	1	40
1941	2	40
1941	3	40
1941	4	40
1941	5	40
1941	6	40
1941	7	.
1941	8	.
1941	9	.
1941	10	.
1941	11	.
1941	12	.
